"","Action.taken.OIPM","Action.taken.year","Allegation.short","Allegation.primary.key"
"19588","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19589","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19590","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19591","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19592","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19593","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19594","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19595","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19596","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19597","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19598","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19599","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19600","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19601","DI-2",2010,"","c7f66da1cae4f223b9bae717f05900f7"
"19602","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19603","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19604","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19605","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19606","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19607","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19608","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19609","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19610","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19611","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19612","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19613","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19614","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19615","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19616","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19617","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19618","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19619","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19620","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19621","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19622","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19623","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19624","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19625","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19626","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19627","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19628","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19629","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19630","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19631","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19632","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19633","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19634","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19635","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19636","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19637","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19638","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19639","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19640","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19641","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19642","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19643","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19644","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19645","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19646","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19647","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19648","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19649","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19650","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19651","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19652","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19653","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19654","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19655","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19656","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19657","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19658","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19659","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19660","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19661","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19662","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19663","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19664","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19665","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19666","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19667","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19668","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19669","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19670","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19671","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19672","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19673","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19674","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19675","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19676","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19677","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19678","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19679","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19680","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19681","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19682","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19683","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19684","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19685","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19686","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19687","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19688","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19689","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19690","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19691","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19692","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19693","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19694","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19695","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19696","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19697","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19698","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19699","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19700","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19701","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19702","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19703","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19704","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19705","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19706","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19707","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19708","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19709","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19710","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19711","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19712","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19713","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19714","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19715","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19716","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19717","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19718","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19719","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19720","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19721","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19722","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19723","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19724","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19725","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19726","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19727","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19728","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19729","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19730","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19731","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19732","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19733","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19734","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19735","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19736","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19737","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19738","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19739","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19740","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19741","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19742","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19743","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19744","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19745","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19746","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19747","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19748","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19749","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19750","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19751","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19752","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19753","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19754","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19755","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19756","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19757","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19758","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19759","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19760","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19761","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19762","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19763","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19764","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19765","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19766","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19767","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19768","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19769","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19770","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19771","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19772","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19773","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19774","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19775","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19776","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19777","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19778","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19779","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19780","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19781","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19782","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19783","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19784","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19785","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19786","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19787","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19788","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19789","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19790","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19791","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19792","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19793","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19794","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19795","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19796","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19797","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19798","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19799","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19800","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19801","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19802","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19803","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19804","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19805","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19806","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19807","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19808","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19809","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19810","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19811","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19812","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19813","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19814","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19815","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19816","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19817","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19818","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19819","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19820","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19821","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19822","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19823","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19824","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19825","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19826","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19827","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19828","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19829","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19830","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19831","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19832","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19833","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19834","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19835","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19836","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19837","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19838","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19839","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19840","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19841","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19842","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19843","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19844","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19845","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19846","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19847","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19848","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19849","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19850","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19851","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19852","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19853","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19854","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19855","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19856","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19857","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19858","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19859","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19860","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19861","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19862","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19863","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19864","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19865","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19866","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19867","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19868","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19869","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19870","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19871","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19872","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19873","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19874","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19875","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19876","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19877","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19878","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19879","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19880","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
