"","Folder.number","Race","In.Year","In.Month"
"320","48d7e264e0e4809b78ee59f56decb623","Black / African American",2017,1
"321","e2316bcb6b21a9cc85702b139e3a2304","Black / African American",2017,1
"322","159047667397d9e3ebb83f561db55610","Black / African American",2017,1
"323","a110b0580c64433a96d0d64a4305c268","White",2017,1
"324","58110aa0b689b85b8d71bc9d8fc05fa1","White",2017,1
"325","f88551cdd29543fb68c435fff753b038","Black / African American",2017,1
"326","a30a32d7629161db88590b948f4b0e3b","Black / African American",2017,1
"327","95ddd60e7f623a25fc2c1ed3eb9ec796","Hispanic / Latinx",2017,1
"328","71a68029287d57be5dea4798bdcf2c40","Black / African American",2017,1
"329","82d37a4bea57d28194276317d3a74b6a","White",2017,1
"330","ab56367e9a8a20944b0dc7e6439d5bc9","White",2017,1
"331","992d27e08888fa62a3729a7b963ddc4c","Black / African American",2017,1
"332","867f7fb2411a9a799e5e893cc4947ad7","White",2017,1
"333","2b8df78d8c5206e213908ef6d6695041","White",2017,1
"334","4071e49b7ec2d5de0a444522690e20fe","White",2017,1
"335","fe25a8a701f345856a565922786146a6","White",2017,1
"336","07f0801cdcba6c12b3f49fd41ac23f14","Black / African American",2017,1
"337","d4ca7086fb84057be93b0122cb03ee24","Black / African American",2017,1
"338","90fb00fe2052e6390bfc4cbb5873b201","Black / African American",2017,1
"339","6b4f87d3989e8b6e9496c115cb860f7b","Black / African American",2017,1
"340","cd3dba95bc492db3c213abfae50e7d61","Black / African American",2017,1
"341","8886c9c2e824a3d9af15bc888069e372","Black / African American",2017,1
"342","40ee803baf550a5debd84f6faf9dab9e","Black / African American",2017,1
"343","bc806003ae57631d18e2c7878da1b48b","Black / African American",2017,1
"344","41b856b0524f90357ca3cea386c750bf","Black / African American",2017,1
"345","07e86ab5b4019c5b299bd9b5e913a7f9","White",2017,1
"346","d94d06ebe01406aeb13fde10cfaf6aa1","Black / African American",2017,1
"347","d43ae176e29f89eda04afd2ff39b86d3","Black / African American",2017,1
"348","930d687b9849a2232c525cfc8e8a2aee","Black / African American",2017,1
"349","d69cc04c1efb28eb0952fb5ef8f0ff7f","Black / African American",2017,1
"350","f83fb81c3eacacb0ad010ad32c4f26d5","Black / African American",2017,1
"351","2c0c5c563d992a72f84536a5e1ec9a8d","Black / African American",2017,1
"352","4ae2d4e6fc7e773cef6b59477ae81720","Black / African American",2017,1
"353","ea1fadd97df32331449b750427b8f3ee","Black / African American",2017,1
"354","3208b770e5e04e1a3a62ec66f05bbdc4","White",2017,1
"355","954165699c5597a07d5c8a486b2534be","Black / African American",2017,1
"356","17ab8355c8f7c17bddfd32bfcd37b9d5","Black / African American",2017,1
"357","3d43f620361ec46e3454019a808c4f15","Black / African American",2017,1
"358","2ba4cb84dc1aa6011c71c61ad5e547ee","Black / African American",2017,1
"359","c53d691ab1f126bc08c4fada630cb844","White",2017,1
"360","9f27304d9aaf29354ef950017d6a80bc","White",2017,1
"361","61f3e6699002bb1953deb356bb29a97c","Black / African American",2017,1
"362","e52ea7d0a06842425f750337ffd584e3","Black / African American",2017,1
"363","a4550ef03eed4c9811b0d1c628269bd6","Black / African American",2017,1
"364","17a6c3fb4336b4609b6e74bd064d3269","Black / African American",2017,1
"365","e3a9991fb2a0868dff6b5347f912308b","Black / African American",2017,1
"366","d9eb9c5f1120da7e770f4df3845fd1fa","Black / African American",2017,1
"367","d7b7ef68c50f4cc932758f390658e3cd","Black / African American",2017,1
"368","349750e59545f73bb7aa3ef58fea31f2","Black / African American",2017,1
"369","1a52bd3422f81ca9ce6ccd2e812a085e","White",2017,1
"370","0a8d0d43a2bde68e2c76be18487d6b86","Black / African American",2017,1
"371","0c5f758a0d6827367c0441ccdaf5c532","White",2017,1
"372","25f27100f61dead75e04b8698a3c1683","White",2017,1
"373","991eb079705ae659a41bbec68cbf492b","White",2017,1
"374","85cad58572b69916ab24081045852c9a","Black / African American",2017,1
"375","0f58ecc29dd4886c6886ee78df6d7d13","Black / African American",2017,1
"376","769e124d1cc4a79996f21fd99baf04c0","Black / African American",2017,1
"377","951e9b5cd476d609962e6f402e094232","Black / African American",2017,1
"378","082d558303da9155de868aaa44e437e9","Black / African American",2017,1
"379","a5700d6eba8693964b263d197fdd0f6f","White",2017,1
"380","a366b8c9a3779ea5043f7ae6297b0e91","Black / African American",2017,1
"381","896e579681cb21d34bdc1bba87295b2d","Black / African American",2017,1
"382","3e11de7eef0944a53747820259e6e1a3","Black / African American",2017,1
"383","b90eadc522d28bed62d96caf1c8f77b8","Black / African American",2017,1
"384","547206c9a8a761617a0759fde7ae69e2","Black / African American",2017,1
"385","7a15f0d5c329267461de535fb8b451d0","Black / African American",2017,1
"386","241ec2a2cbb8b95002943fc3c0876acc","White",2017,1
"387","92da06e7800de2feaa62d1a15f521932","Black / African American",2017,1
"388","f8c14f509c585a4c7a12c57bf1c2c62c","Black / African American",2017,1
"389","d2f9b95b6ad52ac397a6b57f730e424d","Black / African American",2017,1
"390","d27e1dcb9a928a57f92f676337c97016","Black / African American",2017,1
"391","f47daa23897ae2a592f049a02371f484","Black / African American",2017,1
"392","954875aa18f520a431ceb6165efcdcbe","Black / African American",2017,1
